instrument_name,strike,expiration_timestamp,option_type,expiry,days2exp,bid,ask,spot,market_price,iv
BTC-9MAY25-80000-P,80000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0185,0.0195,84661.37000000001,0.01892567,44.14
BTC-9MAY25-81000-C,81000.0,1746777600000,call,2025-05-09 08:00:00,20,0.063,0.069,84661.37000000001,0.06585685,43.83
BTC-9MAY25-81000-P,81000.0,1746777600000,put,2025-05-09 08:00:00,20,0.022,0.023,84661.37000000001,0.02260962,43.83
BTC-9MAY25-82000-C,82000.0,1746777600000,call,2025-05-09 08:00:00,20,0.057,0.059,84661.37000000001,0.05810123,43.38
BTC-9MAY25-82000-P,82000.0,1746777600000,put,2025-05-09 08:00:00,20,0.026,0.027,84661.37000000001,0.02666576,43.38
BTC-9MAY25-83000-C,83000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0505,0.052,84661.37000000001,0.05118386,43.29
BTC-9MAY25-83000-P,83000.0,1746777600000,put,2025-05-09 08:00:00,20,0.031,0.032,84661.37000000001,0.03156015,43.29
BTC-9MAY25-84000-C,84000.0,1746777600000,call,2025-05-09 08:00:00,20,0.044,0.0455,84661.37000000001,0.04470509,43.1
BTC-9MAY25-84000-P,84000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0365,0.0375,84661.37000000001,0.03689315,43.1
BTC-9MAY25-85000-C,85000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0385,0.0395,84661.37000000001,0.03888357,43.03
BTC-9MAY25-85000-P,85000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0425,0.0435,84661.37000000001,0.04288339,43.03
BTC-9MAY25-86000-C,86000.0,1746777600000,call,2025-05-09 08:00:00,20,0.033,0.034,84661.37000000001,0.03372064,43.08
BTC-9MAY25-86000-P,86000.0,1746777600000,put,2025-05-09 08:00:00,20,0.049,0.05,84661.37000000001,0.04953222,43.08
BTC-9MAY25-87000-C,87000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0285,0.0295,84661.37000000001,0.02891766,42.96
BTC-9MAY25-87000-P,87000.0,1746777600000,put,2025-05-09 08:00:00,20,0.056,0.057,84661.37000000001,0.056541,42.96
BTC-9MAY25-88000-C,88000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0245,0.0255,84661.37000000001,0.02486825,43.11
BTC-9MAY25-88000-P,88000.0,1746777600000,put,2025-05-09 08:00:00,20,0.061,0.0675,84661.37000000001,0.06430335,43.11
BTC-9MAY25-89000-C,89000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0205,0.0215,84661.37000000001,0.02123428,43.2
BTC-9MAY25-89000-P,89000.0,1746777600000,put,2025-05-09 08:00:00,20,0.069,0.0755,84661.37000000001,0.07248114,43.2
BTC-9MAY25-90000-C,90000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0175,0.0185,84661.37000000001,0.01796794,43.2
BTC-9MAY25-90000-P,90000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0455,0.1035,84661.37000000001,0.08102657,43.2
BTC-9MAY25-91000-C,91000.0,1746777600000,call,2025-05-09 08:00:00,20,0.015,0.0155,84661.37000000001,0.01528307,43.43
BTC-9MAY25-91000-P,91000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0535,0.135,84661.37000000001,0.09015346,43.43
BTC-9MAY25-92000-C,92000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0125,0.0135,84661.37000000001,0.01291369,43.59
BTC-9MAY25-92000-P,92000.0,1746777600000,put,2025-05-09 08:00:00,20,0.062,0.145,84661.37000000001,0.09959585,43.59
BTC-9MAY25-94000-C,94000.0,1746777600000,call,2025-05-09 08:00:00,20,0.009,0.0095,84661.37000000001,0.0091847,44.04
BTC-9MAY25-94000-P,94000.0,1746777600000,put,2025-05-09 08:00:00,20,0.0805,0.1655,84661.37000000001,0.11949038,44.04
BTC-9MAY25-95000-C,95000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0075,0.008,84661.37000000001,0.00769279,44.23
BTC-9MAY25-95000-P,95000.0,1746777600000,put,2025-05-09 08:00:00,20,0.09,0.1765,84661.37000000001,0.12981023,44.23
BTC-9MAY25-100000-C,100000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0034,0.0038,84661.37000000001,0.00361229,46.95
BTC-9MAY25-100000-P,100000.0,1746777600000,put,2025-05-09 08:00:00,20,0.1425,0.2325,84661.37000000001,0.18478855,46.95
BTC-9MAY25-105000-C,105000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0018,0.0021,84661.37000000001,0.00196464,50.65
BTC-9MAY25-105000-P,105000.0,1746777600000,put,2025-05-09 08:00:00,20,0.199,0.291,84661.37000000001,0.24219971,50.65
BTC-9MAY25-110000-C,110000.0,1746777600000,call,2025-05-09 08:00:00,20,0.001,0.0013,84661.37000000001,0.0011841,54.52
BTC-9MAY25-110000-P,110000.0,1746777600000,put,2025-05-09 08:00:00,20,,,84661.37000000001,0.30047798,54.52
BTC-9MAY25-115000-C,115000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0007,0.001,84661.37000000001,0.0008342,59.01
BTC-9MAY25-115000-P,115000.0,1746777600000,put,2025-05-09 08:00:00,20,,,84661.37000000001,0.35918689,59.01
BTC-9MAY25-120000-C,120000.0,1746777600000,call,2025-05-09 08:00:00,20,0.0005,0.0007,84661.37000000001,0.00062835,63.43
BTC-9MAY25-120000-P,120000.0,1746777600000,put,2025-05-09 08:00:00,20,,,84661.37000000001,0.41803985,63.43
BTC-30MAY25-30000-C,30000.0,1748592000000,call,2025-05-30 08:00:00,41,0.6455,0.648,84900.87,0.64697395,117.84
BTC-30MAY25-30000-P,30000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0002,0.0005,84900.87,0.00032502,117.84
BTC-30MAY25-40000-C,40000.0,1748592000000,call,2025-05-30 08:00:00,41,0.528,0.5305,84900.87,0.52940258,92.03
BTC-30MAY25-40000-P,40000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0004,0.0007,84900.87,0.00053733,92.03
BTC-30MAY25-50000-C,50000.0,1748592000000,call,2025-05-30 08:00:00,41,0.4105,0.4135,84900.87,0.41232773,74.7
BTC-30MAY25-50000-P,50000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0011,0.0013,84900.87,0.00124617,74.7
BTC-30MAY25-60000-C,60000.0,1748592000000,call,2025-05-30 08:00:00,41,0.2945,0.298,84900.87,0.29631352,60.06
BTC-30MAY25-60000-P,60000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0028,0.0031,84900.87,0.00301564,60.06
BTC-30MAY25-64000-C,64000.0,1748592000000,call,2025-05-30 08:00:00,41,0.2495,0.2525,84900.87,0.25086919,55.55
BTC-30MAY25-64000-P,64000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0045,0.0048,84900.87,0.0046848,55.55
BTC-30MAY25-65000-C,65000.0,1748592000000,call,2025-05-30 08:00:00,41,0.238,0.2415,84900.87,0.23971439,54.64
BTC-30MAY25-65000-P,65000.0,1748592000000,put,2025-05-30 08:00:00,41,0.005,0.0055,84900.87,0.00530836,54.64
BTC-30MAY25-66000-C,66000.0,1748592000000,call,2025-05-30 08:00:00,41,0.227,0.23,84900.87,0.22864746,53.77
BTC-30MAY25-66000-P,66000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0055,0.0065,84900.87,0.0060198,53.77
BTC-30MAY25-68000-C,68000.0,1748592000000,call,2025-05-30 08:00:00,41,0.2055,0.2085,84900.87,0.20686191,52.18
BTC-30MAY25-68000-P,68000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0075,0.008,84900.87,0.00779099,52.18
BTC-30MAY25-70000-C,70000.0,1748592000000,call,2025-05-30 08:00:00,41,0.184,0.187,84900.87,0.18569264,50.86
BTC-30MAY25-70000-P,70000.0,1748592000000,put,2025-05-30 08:00:00,41,0.01,0.0105,84900.87,0.01017846,50.86
BTC-30MAY25-72000-C,72000.0,1748592000000,call,2025-05-30 08:00:00,41,0.1635,0.1665,84900.87,0.1654031,49.91
BTC-30MAY25-72000-P,72000.0,1748592000000,put,2025-05-30 08:00:00,41,0.013,0.0135,84900.87,0.01344566,49.91
BTC-30MAY25-74000-C,74000.0,1748592000000,call,2025-05-30 08:00:00,41,0.144,0.147,84900.87,0.14589885,48.94
BTC-30MAY25-74000-P,74000.0,1748592000000,put,2025-05-30 08:00:00,41,0.017,0.0175,84900.87,0.01749814,48.94
BTC-30MAY25-75000-C,75000.0,1748592000000,call,2025-05-30 08:00:00,41,0.135,0.1375,84900.87,0.13654934,48.53
BTC-30MAY25-75000-P,75000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0195,0.02,84900.87,0.019927,48.53
BTC-30MAY25-76000-C,76000.0,1748592000000,call,2025-05-30 08:00:00,41,0.126,0.1285,84900.87,0.12744106,48.11
BTC-30MAY25-76000-P,76000.0,1748592000000,put,2025-05-30 08:00:00,41,0.022,0.023,84900.87,0.02259708,48.11
BTC-30MAY25-78000-C,78000.0,1748592000000,call,2025-05-30 08:00:00,41,0.109,0.1115,84900.87,0.11040768,47.59
BTC-30MAY25-78000-P,78000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0285,0.0295,84900.87,0.02912045,47.59
BTC-30MAY25-80000-C,80000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0935,0.0955,84900.87,0.0948513,47.26
BTC-30MAY25-80000-P,80000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0365,0.0375,84900.87,0.03712081,47.26
BTC-30MAY25-82000-C,82000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0795,0.0815,84900.87,0.08074334,47.01
BTC-30MAY25-82000-P,82000.0,1748592000000,put,2025-05-30 08:00:00,41,0.046,0.047,84900.87,0.04656958,47.01
BTC-30MAY25-84000-C,84000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0675,0.0685,84900.87,0.06820413,46.88
BTC-30MAY25-84000-P,84000.0,1748592000000,put,2025-05-30 08:00:00,41,0.057,0.058,84900.87,0.05758711,46.88
BTC-30MAY25-86000-C,86000.0,1748592000000,call,2025-05-30 08:00:00,41,0.057,0.0575,84900.87,0.0572325,46.88
BTC-30MAY25-86000-P,86000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0695,0.0705,84900.87,0.07017221,46.88
BTC-30MAY25-88000-C,88000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0475,0.048,84900.87,0.04757622,46.85
BTC-30MAY25-88000-P,88000.0,1748592000000,put,2025-05-30 08:00:00,41,0.083,0.0845,84900.87,0.08407268,46.85
BTC-30MAY25-90000-C,90000.0,1748592000000,call,2025-05-30 08:00:00,41,0.039,0.04,84900.87,0.03947615,47.02
BTC-30MAY25-90000-P,90000.0,1748592000000,put,2025-05-30 08:00:00,41,0.0985,0.101,84900.87,0.09952934,47.02
BTC-30MAY25-92000-C,92000.0,1748592000000,call,2025-05-30 08:00:00,41,0.032,0.033,84900.87,0.03238585,47.06
BTC-30MAY25-92000-P,92000.0,1748592000000,put,2025-05-30 08:00:00,41,0.112,0.1195,84901.34,0.11599577,47.06
BTC-30MAY25-94000-C,94000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0265,0.027,84900.87,0.02686773,47.52
BTC-30MAY25-94000-P,94000.0,1748592000000,put,2025-05-30 08:00:00,41,0.1295,0.137,84900.87,0.1340344,47.52
BTC-30MAY25-95000-C,95000.0,1748592000000,call,2025-05-30 08:00:00,41,0.024,0.0245,84900.87,0.02437995,47.69
BTC-30MAY25-95000-P,95000.0,1748592000000,put,2025-05-30 08:00:00,41,0.139,0.1465,84900.87,0.14332499,47.69
BTC-30MAY25-96000-C,96000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0215,0.0225,84900.87,0.02192908,47.7
BTC-30MAY25-96000-P,96000.0,1748592000000,put,2025-05-30 08:00:00,41,0.1485,0.1565,84900.87,0.15265249,47.7
BTC-30MAY25-98000-C,98000.0,1748592000000,call,2025-05-30 08:00:00,41,0.018,0.0185,84900.87,0.01813639,48.21
BTC-30MAY25-98000-P,98000.0,1748592000000,put,2025-05-30 08:00:00,41,0.129,0.225,84900.87,0.17241654,48.21
BTC-30MAY25-100000-C,100000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0145,0.0155,84900.87,0.01493221,48.66
BTC-30MAY25-100000-P,100000.0,1748592000000,put,2025-05-30 08:00:00,41,0.188,0.196,84900.87,0.19276909,48.66
BTC-30MAY25-102000-C,102000.0,1748592000000,call,2025-05-30 08:00:00,41,0.012,0.013,84900.87,0.01243438,49.3
BTC-30MAY25-102000-P,102000.0,1748592000000,put,2025-05-30 08:00:00,41,0.169,0.268,84900.87,0.213828,49.3
BTC-30MAY25-104000-C,104000.0,1748592000000,call,2025-05-30 08:00:00,41,0.01,0.0105,84900.87,0.0103029,49.84
BTC-30MAY25-104000-P,104000.0,1748592000000,put,2025-05-30 08:00:00,41,0.2305,0.239,84900.87,0.23525326,49.84
BTC-30MAY25-105000-C,105000.0,1748592000000,call,2025-05-30 08:00:00,41,0.009,0.01,84900.87,0.00944525,50.2
BTC-30MAY25-105000-P,105000.0,1748592000000,put,2025-05-30 08:00:00,41,0.2005,0.301,84900.87,0.24617397,50.2
BTC-30MAY25-106000-C,106000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0085,0.009,84900.87,0.00866965,50.57
BTC-30MAY25-106000-P,106000.0,1748592000000,put,2025-05-30 08:00:00,41,0.211,0.312,84900.87,0.25717675,50.57
BTC-30MAY25-108000-C,108000.0,1748592000000,call,2025-05-30 08:00:00,41,0.007,0.0075,84900.87,0.00720913,51.12
BTC-30MAY25-108000-P,108000.0,1748592000000,put,2025-05-30 08:00:00,41,,0.3345,84900.87,0.27927296,51.12
BTC-30MAY25-110000-C,110000.0,1748592000000,call,2025-05-30 08:00:00,41,0.006,0.0065,84900.87,0.00621363,52.06
BTC-30MAY25-110000-P,110000.0,1748592000000,put,2025-05-30 08:00:00,41,0.297,0.306,84900.87,0.3018342,52.06
BTC-30MAY25-115000-C,115000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0041,0.0043,84900.87,0.0041713,53.88
BTC-30MAY25-115000-P,115000.0,1748592000000,put,2025-05-30 08:00:00,41,,,84900.87,0.35868371,53.88
BTC-30MAY25-120000-C,120000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0031,0.0032,84900.87,0.0031627,56.65
BTC-30MAY25-120000-P,120000.0,1748592000000,put,2025-05-30 08:00:00,41,0.4115,0.421,84901.34,0.41656696,56.65
BTC-30MAY25-125000-C,125000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0022,0.0025,84900.87,0.00236394,58.91
BTC-30MAY25-125000-P,125000.0,1748592000000,put,2025-05-30 08:00:00,41,,,84900.87,0.47466004,58.91
BTC-30MAY25-130000-C,130000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0018,0.002,84900.87,0.00185123,61.31
BTC-30MAY25-130000-P,130000.0,1748592000000,put,2025-05-30 08:00:00,41,0.528,0.5375,84900.87,0.53303918,61.31
BTC-30MAY25-140000-C,140000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0014,0.0016,84900.87,0.00148966,67.79
BTC-30MAY25-140000-P,140000.0,1748592000000,put,2025-05-30 08:00:00,41,,,84900.87,0.65046129,67.79
BTC-30MAY25-150000-C,150000.0,1748592000000,call,2025-05-30 08:00:00,41,0.001,0.0012,84900.87,0.00109101,72.42
BTC-30MAY25-150000-P,150000.0,1748592000000,put,2025-05-30 08:00:00,41,0.7615,0.773,84900.87,0.76784632,72.42
BTC-30MAY25-160000-C,160000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0008,0.0009,84900.87,0.00087051,77.1
BTC-30MAY25-160000-P,160000.0,1748592000000,put,2025-05-30 08:00:00,41,0.8785,0.891,84900.87,0.88540952,77.1
BTC-30MAY25-200000-C,200000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0002,0.0005,84900.87,0.00033165,90.07
BTC-30MAY25-200000-P,200000.0,1748592000000,put,2025-05-30 08:00:00,41,,,84900.87,1.35600541,90.07
BTC-30MAY25-250000-C,250000.0,1748592000000,call,2025-05-30 08:00:00,41,0.0001,0.0002,84900.87,0.00016092,103.35
BTC-30MAY25-250000-P,250000.0,1748592000000,put,2025-05-30 08:00:00,41,,,84900.87,1.94475312,103.35
BTC-27JUN25-20000-C,20000.0,1751011200000,call,2025-06-27 08:00:00,69,0.765,0.7665,85302.66,0.76586787,125.57
BTC-27JUN25-20000-P,20000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0002,0.0005,85302.66,0.00032597,125.57
BTC-27JUN25-30000-C,30000.0,1751011200000,call,2025-06-27 08:00:00,69,0.648,0.6505,85302.66,0.64905431,100.61
BTC-27JUN25-30000-P,30000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0006,0.0009,85302.66,0.00074145,100.61
BTC-27JUN25-40000-C,40000.0,1751011200000,call,2025-06-27 08:00:00,69,0.531,0.534,85302.66,0.53243953,80.79
BTC-27JUN25-40000-P,40000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0013,0.0016,85302.66,0.00135572,80.79
BTC-27JUN25-45000-C,45000.0,1751011200000,call,2025-06-27 08:00:00,69,0.473,0.476,85302.66,0.47443437,73.3
BTC-27JUN25-45000-P,45000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0018,0.0021,85302.66,0.00196508,73.3
BTC-27JUN25-50000-C,50000.0,1751011200000,call,2025-06-27 08:00:00,69,0.4155,0.4185,85302.66,0.41673185,66.61
BTC-27JUN25-50000-P,50000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0027,0.003,85302.66,0.00287708,66.61
BTC-27JUN25-55000-C,55000.0,1751011200000,call,2025-06-27 08:00:00,69,0.3585,0.3615,85302.66,0.35973233,61.22
BTC-27JUN25-55000-P,55000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0044,0.0046,85302.66,0.00449209,61.22
BTC-27JUN25-60000-C,60000.0,1751011200000,call,2025-06-27 08:00:00,69,0.3025,0.3055,85302.66,0.3039004,56.79
BTC-27JUN25-60000-P,60000.0,1751011200000,put,2025-06-27 08:00:00,69,0.007,0.0075,85302.66,0.00727469,56.79
BTC-27JUN25-65000-C,65000.0,1751011200000,call,2025-06-27 08:00:00,69,0.249,0.252,85302.66,0.25055196,53.85
BTC-27JUN25-65000-P,65000.0,1751011200000,put,2025-06-27 08:00:00,69,0.012,0.013,85302.66,0.01254077,53.85
BTC-27JUN25-70000-C,70000.0,1751011200000,call,2025-06-27 08:00:00,69,0.199,0.202,85302.66,0.20067796,51.6
BTC-27JUN25-70000-P,70000.0,1751011200000,put,2025-06-27 08:00:00,69,0.021,0.0215,85303.1,0.02128129,51.6
BTC-27JUN25-75000-C,75000.0,1751011200000,call,2025-06-27 08:00:00,69,0.1545,0.1575,85302.66,0.15587644,50.06
BTC-27JUN25-75000-P,75000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0345,0.0355,85302.66,0.03509429,50.06
BTC-27JUN25-80000-C,80000.0,1751011200000,call,2025-06-27 08:00:00,69,0.1165,0.119,85302.66,0.11758892,49.17
BTC-27JUN25-80000-P,80000.0,1751011200000,put,2025-06-27 08:00:00,69,0.055,0.056,85302.66,0.0554213,49.17
BTC-27JUN25-85000-C,85000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0865,0.0875,85302.66,0.08670041,48.92
BTC-27JUN25-85000-P,85000.0,1751011200000,put,2025-06-27 08:00:00,69,0.0825,0.0835,85302.66,0.08314732,48.92
BTC-27JUN25-90000-C,90000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0625,0.063,85303.1,0.0628205,49.05
BTC-27JUN25-90000-P,90000.0,1751011200000,put,2025-06-27 08:00:00,69,0.117,0.1185,85302.66,0.11788193,49.05
BTC-27JUN25-95000-C,95000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0445,0.0455,85302.66,0.04487597,49.35
BTC-27JUN25-95000-P,95000.0,1751011200000,put,2025-06-27 08:00:00,69,0.154,0.162,85302.66,0.15855193,49.35
BTC-27JUN25-100000-C,100000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0315,0.0325,85302.66,0.03191925,49.88
BTC-27JUN25-100000-P,100000.0,1751011200000,put,2025-06-27 08:00:00,69,0.1995,0.209,85302.66,0.20420973,49.88
BTC-27JUN25-105000-C,105000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0225,0.023,85302.66,0.02271716,50.55
BTC-27JUN25-105000-P,105000.0,1751011200000,put,2025-06-27 08:00:00,69,0.249,0.2585,85302.66,0.25362216,50.55
BTC-27JUN25-110000-C,110000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0165,0.017,85302.66,0.01651702,51.59
BTC-27JUN25-110000-P,110000.0,1751011200000,put,2025-06-27 08:00:00,69,0.301,0.311,85302.66,0.30603655,51.59
BTC-27JUN25-115000-C,115000.0,1751011200000,call,2025-06-27 08:00:00,69,0.012,0.0125,85302.66,0.01225092,52.8
BTC-27JUN25-115000-P,115000.0,1751011200000,put,2025-06-27 08:00:00,69,0.3545,0.365,85302.66,0.36038497,52.8
BTC-27JUN25-120000-C,120000.0,1751011200000,call,2025-06-27 08:00:00,69,0.009,0.0095,85302.66,0.00927024,54.11
BTC-27JUN25-120000-P,120000.0,1751011200000,put,2025-06-27 08:00:00,69,0.41,0.4205,85302.66,0.41601881,54.11
BTC-27JUN25-125000-C,125000.0,1751011200000,call,2025-06-27 08:00:00,69,0.007,0.0075,85302.66,0.00711072,55.41
BTC-27JUN25-125000-P,125000.0,1751011200000,put,2025-06-27 08:00:00,69,0.4665,0.477,85302.66,0.47247382,55.41
BTC-27JUN25-130000-C,130000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0055,0.006,85302.66,0.0055708,56.77
BTC-27JUN25-130000-P,130000.0,1751011200000,put,2025-06-27 08:00:00,69,0.523,0.5345,85302.66,0.52954841,56.77
BTC-27JUN25-135000-C,135000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0043,0.0048,85302.66,0.00453658,58.36
BTC-27JUN25-135000-P,135000.0,1751011200000,put,2025-06-27 08:00:00,69,0.5805,0.5925,85302.66,0.58712873,58.36
BTC-27JUN25-140000-C,140000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0035,0.0039,85302.66,0.00373268,59.88
BTC-27JUN25-140000-P,140000.0,1751011200000,put,2025-06-27 08:00:00,69,0.638,0.6505,85302.66,0.64493935,59.88
BTC-27JUN25-150000-C,150000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0025,0.0029,85302.66,0.00268139,63.02
BTC-27JUN25-150000-P,150000.0,1751011200000,put,2025-06-27 08:00:00,69,0.7535,0.7665,85303.1,0.7611171,63.02
BTC-27JUN25-160000-C,160000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0018,0.0022,85302.66,0.00198442,65.87
BTC-27JUN25-160000-P,160000.0,1751011200000,put,2025-06-27 08:00:00,69,0.8695,0.8835,85302.66,0.87764918,65.87
BTC-27JUN25-170000-C,170000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0014,0.0016,85302.66,0.00149147,68.4
BTC-27JUN25-170000-P,170000.0,1751011200000,put,2025-06-27 08:00:00,69,0.986,1.0015,85303.1,0.99438528,68.4
BTC-27JUN25-180000-C,180000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0013,0.0015,85303.1,0.00137147,72.3
BTC-27JUN25-180000-P,180000.0,1751011200000,put,2025-06-27 08:00:00,69,1.102,1.1185,85302.66,1.11149433,72.3
BTC-27JUN25-190000-C,190000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0009,0.0013,85302.66,0.00108592,74.51
BTC-27JUN25-190000-P,190000.0,1751011200000,put,2025-06-27 08:00:00,69,1.2185,1.236,85302.66,1.22843782,74.51
BTC-27JUN25-200000-C,200000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0007,0.0009,85302.66,0.00079222,75.76
BTC-27JUN25-200000-P,200000.0,1751011200000,put,2025-06-27 08:00:00,69,,,85302.66,1.34537317,75.76
BTC-27JUN25-220000-C,220000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0005,0.0007,85302.66,0.00059141,80.37
BTC-27JUN25-220000-P,220000.0,1751011200000,put,2025-06-27 08:00:00,69,1.568,1.589,85302.66,1.57963046,80.37
BTC-27JUN25-240000-C,240000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0005,0.0007,85302.66,0.00053543,85.77
BTC-27JUN25-240000-P,240000.0,1751011200000,put,2025-06-27 08:00:00,69,1.801,1.8245,85302.66,1.81403258,85.77
BTC-27JUN25-250000-C,250000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0003,0.0005,85302.66,0.00048188,87.75
BTC-27JUN25-250000-P,250000.0,1751011200000,put,2025-06-27 08:00:00,69,,,85302.66,1.93120807,87.75
BTC-27JUN25-260000-C,260000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0004,0.0006,85302.66,0.00044621,89.82
BTC-27JUN25-260000-P,260000.0,1751011200000,put,2025-06-27 08:00:00,69,0.8,,85302.66,2.04840144,89.82
BTC-27JUN25-280000-C,280000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0003,0.0005,85302.66,0.00038885,93.72
BTC-27JUN25-280000-P,280000.0,1751011200000,put,2025-06-27 08:00:00,69,,,85302.66,2.28280218,93.72
BTC-27JUN25-300000-C,300000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0003,0.0004,85302.66,0.00038683,98.32
BTC-27JUN25-300000-P,300000.0,1751011200000,put,2025-06-27 08:00:00,69,,,85303.1,2.51725826,98.32
BTC-27JUN25-400000-C,400000.0,1751011200000,call,2025-06-27 08:00:00,69,0.0002,0.0004,85302.66,0.0002856,114.3
BTC-27JUN25-400000-P,400000.0,1751011200000,put,2025-06-27 08:00:00,69,,,85302.66,3.68944751,114.3
